case_id,group_id,status,stimulus_kind,morphology_kind,morphology_path,dt_ms,cv_per_branch,observable,n_samples,mae,rmse,max_abs,rel_mae_pct,error_message
smoke__000,smoke,ok,dc_step,swc,/home/swl/braincell/examples/multi_compartment/morpho_files/unbranched_soma.swc,0.025,3,voltage,80,7.202001957769729e-12,8.28225977920256e-12,1.4281908988778014e-11,1.108000301195343e-11,
